FILENAME,SAMPLINGRATE,BIT,DURATION,CHANNELS,INDEX,FFT_W,MIN_FREQ,MAX_FREQ,J,LEFT_CHANNEL,RIGHT_CHANNEL
20240401_061600.WAV,96000,16,55,1,acoustic_complexity,512,1,NA,5,1644.78536973583,NA 
20240401_063200.WAV,96000,16,55,1,acoustic_complexity,512,1,NA,5,1644.69869322041,NA 
20240402_061400.WAV,96000,16,55,1,acoustic_complexity,512,1,NA,5,1643.90560257338,NA 
20240402_065800.WAV,96000,16,55,1,acoustic_complexity,512,1,NA,5,1646.03865143743,NA 
20240403_054600.WAV,96000,16,55,1,acoustic_complexity,512,1,NA,5,1643.08626396841,NA
